,0
2998,0
2999,1
3000,0
3001,5
3002,2
3003,5
3004,2
3005,5
3006,1
3007,1
3008,0
3009,2
3010,1
3011,3
3012,0
3013,4
3014,0
3015,2
3016,1
3017,6
3018,0
3019,4
3020,2
3021,0
3022,0
3023,1
3024,0
3025,5
3026,4
3027,5
3028,0
3029,2
3030,0
3031,2
3032,1
3033,0
3034,0
3035,2
3036,5
3037,1
3038,5
3039,2
3040,2
3041,6
3042,0
3043,3
3044,2
3045,1
3046,0
3047,0
3048,2
3049,3
3050,3
3051,0
3052,1
3053,0
3054,2
3055,0
3056,4
3057,3
3058,6
3059,5
3060,3
3061,1
3062,6
3063,5
3064,0
3065,2
3066,0
3067,1
3068,4
3069,5
3070,0
3071,5
3072,2
3073,1
3074,6
3075,2
3076,6
3077,0
3078,2
3079,0
3080,5
3081,0
3082,0
3083,6
3084,1
3085,1
3086,0
3087,1
3088,3
3089,1
3090,4
3091,6
3092,1
3093,0
3094,0
3095,1
3096,1
3097,6
3098,0
3099,1
3100,6
3101,4
3102,5
3103,5
3104,2
3105,0
3106,4
3107,6
3108,6
3109,0
3110,2
3111,5
3112,6
3113,1
3114,1
3115,2
3116,4
3117,0
3118,0
3119,2
3120,2
3121,1
3122,1
3123,2
3124,6
3125,0
3126,4
3127,2
3128,1
3129,6
3130,6
3131,0
3132,0
3133,2
3134,0
3135,6
3136,2
3137,1
3138,2
3139,2
3140,2
3141,0
3142,0
3143,0
3144,4
3145,3
3146,6
3147,2
3148,5
3149,4
3150,2
3151,1
3152,1
3153,1
3154,6
3155,1
3156,3
3157,4
3158,6
3159,6
3160,4
3161,4
3162,2
3163,4
3164,5
3165,5
3166,2
3167,0
3168,6
3169,6
3170,1
3171,0
3172,2
3173,1
3174,0
3175,1
3176,2
3177,2
3178,3
3179,0
3180,2
3181,0
3182,0
3183,1
3184,0
3185,3
3186,6
3187,1
3188,2
3189,3
3190,0
3191,4
3192,2
3193,2
3194,2
3195,5
3196,6
3197,0
3198,2
3199,2
3200,1
3201,0
3202,1
3203,0
3204,1
3205,0
3206,0
3207,1
3208,3
3209,1
3210,0
3211,0
3212,6
3213,3
3214,6
3215,0
3216,6
3217,0
3218,0
3219,0
3220,1
3221,4
3222,0
3223,2
3224,6
3225,0
3226,0
3227,0
3228,0
3229,0
3230,2
3231,3
3232,4
3233,6
3234,3
3235,6
3236,0
3237,6
3238,6
3239,2
3240,0
3241,6
3242,6
3243,4
3244,0
3245,5
3246,0
3247,3
3248,0
3249,5
3250,0
3251,0
3252,4
3253,6
3254,3
3255,0
3256,0
3257,3
3258,4
3259,0
3260,0
3261,5
3262,0
3263,3
3264,3
3265,1
3266,0
3267,2
3268,0
3269,2
3270,5
3271,3
3272,6
3273,1
3274,2
3275,0
3276,0
3277,1
3278,0
3279,2
3280,2
3281,0
3282,5
3283,4
3284,6
3285,2
3286,0
3287,1
3288,0
3289,4
3290,0
3291,6
3292,0
3293,2
3294,0
3295,2
3296,2
3297,2
3298,2
3299,0
3300,0
3301,6
3302,2
3303,0
3304,3
3305,5
3306,0
3307,3
3308,1
3309,3
3310,5
3311,0
3312,0
3313,2
3314,2
3315,0
3316,2
3317,0
3318,6
3319,2
3320,0
3321,2
3322,4
3323,6
3324,4
3325,4
3326,6
3327,6
3328,2
3329,2
3330,0
3331,4
3332,1
3333,2
3334,1
3335,6
3336,2
3337,1
3338,6
3339,1
3340,5
3341,2
3342,2
3343,0
3344,2
3345,0
3346,6
3347,4
3348,2
3349,3
3350,0
3351,4
3352,4
3353,4
3354,0
3355,2
3356,6
3357,1
3358,1
3359,0
3360,1
3361,1
3362,1
3363,1
3364,0
3365,2
3366,0
3367,3
3368,4
3369,2
3370,1
3371,2
3372,0
3373,6
3374,0
3375,0
3376,0
3377,1
3378,1
3379,0
3380,5
3381,2
3382,5
3383,2
3384,5
3385,0
3386,6
3387,6
3388,6
3389,2
3390,4
3391,1
3392,2
3393,3
3394,2
3395,4
3396,2
3397,0
3398,0
3399,1
3400,0
3401,2
3402,5
3403,0
3404,2
3405,1
3406,6
3407,2
3408,2
3409,2
3410,2
3411,3
3412,0
3413,3
3414,2
3415,3
3416,3
3417,2
3418,6
3419,3
3420,0
3421,0
3422,6
3423,5
3424,0
3425,2
3426,0
3427,3
3428,0
3429,2
3430,0
3431,0
3432,6
3433,6
3434,6
3435,6
3436,2
3437,3
3438,6
3439,2
3440,6
3441,1
3442,0
3443,1
3444,1
3445,1
3446,6
3447,5
3448,3
3449,6
3450,0
3451,1
3452,2
3453,4
3454,0
3455,3
3456,0
3457,6
3458,1
3459,2
3460,6
3461,6
3462,0
3463,4
3464,1
3465,6
3466,3
3467,2
3468,1
3469,0
3470,3
3471,4
3472,1
3473,5
3474,2
3475,6
3476,0
3477,0
3478,3
3479,3
3480,6
3481,4
3482,0
3483,3
3484,2
3485,6
3486,1
3487,2
3488,4
3489,2
3490,0
3491,2
3492,1
3493,1
3494,1
3495,2
3496,2
3497,1
3498,5
3499,6
3500,6
3501,2
3502,0
3503,5
3504,2
3505,1
3506,6
3507,1
3508,5
3509,0
3510,4
3511,0
3512,1
3513,0
3514,0
3515,1
3516,1
3517,4
3518,1
3519,5
3520,2
3521,2
3522,0
3523,2
3524,0
3525,2
3526,6
3527,6
3528,0
3529,1
3530,5
3531,1
3532,0
3533,0
3534,6
3535,6
3536,2
3537,0
3538,0
3539,4
3540,6
3541,0
3542,3
3543,2
3544,6
3545,0
3546,1
3547,1
3548,0
3549,1
3550,2
3551,3
3552,1
3553,3
3554,0
3555,2
3556,6
3557,2
3558,4
3559,6
3560,3
3561,5
3562,3
3563,6
3564,6
3565,6
3566,0
3567,2
3568,2
3569,1
3570,0
3571,0
3572,0
3573,3
3574,0
3575,2
3576,0
3577,2
3578,6
3579,0
3580,1
3581,3
3582,2
3583,1
3584,3
3585,2
3586,2
3587,1
3588,5
3589,1
3590,0
3591,2
3592,0
3593,2
3594,2
3595,2
3596,4
3597,1
3598,0
3599,1
3600,0
3601,0
3602,1
3603,2
3604,1
3605,4
3606,1
3607,1
3608,1
3609,0
3610,2
3611,1
3612,4
3613,5
3614,2
3615,0
3616,1
3617,3
3618,6
3619,2
3620,5
3621,0
3622,6
3623,6
3624,0
3625,6
3626,0
3627,1
3628,0
3629,0
3630,2
3631,0
3632,0
3633,4
3634,1
3635,6
3636,2
3637,1
3638,0
3639,2
3640,6
3641,5
3642,2
3643,6
3644,0
3645,2
3646,0
3647,2
3648,0
3649,2
3650,0
3651,0
3652,6
3653,5
3654,0
3655,0
3656,1
3657,2
3658,2
3659,2
3660,3
3661,2
3662,6
3663,4
3664,2
3665,2
3666,0
3667,2
3668,2
3669,6
3670,5
3671,6
3672,0
3673,0
3674,2
3675,1
3676,2
3677,0
3678,2
3679,0
3680,2
3681,5
3682,2
3683,2
3684,1
3685,3
3686,6
3687,2
3688,1
3689,6
3690,2
3691,2
3692,2
3693,1
3694,2
3695,2
3696,2
3697,0
3698,2
3699,2
3700,3
3701,2
3702,2
3703,2
3704,5
3705,1
3706,1
3707,1
3708,2
3709,4
3710,5
3711,0
3712,6
3713,6
3714,0
3715,1
3716,1
3717,4
3718,2
3719,3
3720,1
3721,0
3722,2
3723,4
3724,4
3725,1
3726,1
3727,6
3728,2
3729,0
3730,2
3731,6
3732,2
3733,0
3734,2
3735,1
3736,1
3737,1
3738,0
3739,0
3740,1
3741,0
3742,4
3743,1
3744,0
3745,0
3746,2
3747,0
3748,2
3749,3
3750,0
3751,4
3752,0
3753,1
3754,2
3755,1
3756,0
3757,2
3758,2
3759,1
3760,0
3761,1
3762,3
3763,4
3764,6
3765,0
3766,0
3767,2
3768,5
3769,4
3770,0
3771,0
3772,2
3773,0
3774,1
3775,1
3776,1
3777,6
3778,0
3779,6
3780,0
3781,0
3782,2
3783,1
3784,2
3785,2
3786,2
3787,5
3788,2
3789,4
3790,2
3791,0
3792,0
3793,3
3794,5
3795,0
3796,1
3797,1
3798,3
3799,6
3800,1
3801,4
3802,0
3803,4
3804,6
3805,2
3806,5
3807,6
3808,3
3809,0
3810,4
3811,0
3812,1
3813,1
3814,6
3815,2
3816,6
3817,3
3818,2
3819,5
3820,1
3821,5
3822,1
3823,0
3824,0
3825,4
3826,2
3827,6
3828,6
3829,1
3830,2
3831,2
3832,0
3833,3
3834,3
3835,5
3836,2
3837,6
3838,4
3839,0
3840,2
3841,2
3842,1
3843,0
3844,2
3845,2
3846,1
3847,6
3848,6
3849,0
3850,2
3851,4
3852,2
3853,2
3854,1
3855,1
3856,6
3857,2
3858,6
3859,5
3860,4
3861,6
3862,5
3863,6
3864,6
3865,2
3866,4
3867,6
3868,0
3869,0
3870,5
3871,0
3872,0
3873,0
3874,1
3875,2
3876,6
3877,1
3878,2
3879,5
3880,1
3881,6
3882,5
3883,6
3884,2
3885,4
3886,1
3887,3
3888,1
3889,0
3890,4
3891,6
3892,0
3893,2
3894,1
3895,1
3896,0
3897,0
3898,2
3899,6
3900,0
3901,6
3902,1
3903,0
3904,6
3905,2
3906,1
3907,1
3908,1
3909,0
3910,2
3911,0
3912,6
3913,1
3914,1
3915,1
3916,3
3917,0
3918,2
3919,0
3920,2
3921,1
3922,5
3923,2
3924,1
3925,1
3926,0
3927,5
3928,0
3929,0
3930,2
3931,3
3932,5
3933,2
3934,0
3935,0
3936,1
3937,6
3938,0
3939,1
3940,2
3941,3
3942,2
3943,4
3944,0
3945,6
3946,0
3947,2
3948,0
3949,6
3950,4
3951,0
3952,1
3953,6
3954,2
3955,5
3956,1
3957,2
3958,2
3959,2
3960,1
3961,6
3962,2
3963,0
3964,6
3965,2
3966,1
3967,5
3968,0
3969,6
3970,0
3971,1
3972,2
3973,1
3974,6
3975,5
3976,4
3977,0
3978,5
3979,1
3980,2
3981,2
3982,0
3983,5
3984,2
3985,0
3986,5
3987,2
3988,2
3989,0
3990,1
3991,6
3992,0
3993,2
3994,2
3995,1
3996,5
3997,0
3998,6
3999,0
4000,2
4001,0
4002,0
4003,1
4004,1
4005,0
4006,4
4007,1
4008,6
4009,6
4010,2
4011,2
4012,1
4013,0
4014,2
4015,4
4016,0
4017,0
4018,2
4019,1
4020,1
4021,0
4022,5
4023,2
4024,2
4025,5
4026,2
4027,6
4028,4
4029,6
4030,3
4031,2
4032,6
4033,6
4034,2
4035,5
4036,6
4037,6
4038,5
4039,5
4040,2
4041,2
4042,1
4043,2
4044,1
4045,6
4046,0
4047,4
4048,2
4049,6
4050,6
4051,0
4052,4
4053,0
4054,2
4055,6
4056,5
4057,1
4058,0
4059,0
4060,1
4061,2
4062,1
4063,0
4064,1
4065,3
4066,1
4067,6
4068,0
4069,1
4070,2
4071,2
4072,2
4073,6
4074,0
4075,2
4076,0
4077,2
4078,5
4079,2
4080,3
4081,2
4082,3
4083,2
4084,1
4085,1
4086,1
4087,2
4088,2
4089,3
4090,0
4091,4
4092,1
4093,6
4094,2
4095,1
4096,2
4097,1
4098,6
4099,3
4100,2
4101,4
4102,6
4103,6
4104,0
4105,2
4106,1
4107,6
4108,2
4109,2
4110,2
4111,1
4112,1
4113,0
4114,2
4115,3
4116,5
4117,6
4118,0
4119,1
4120,1
4121,2
4122,0
4123,6
4124,2
4125,3
4126,2
4127,2
4128,0
4129,0
4130,2
4131,3
4132,5
4133,2
4134,0
4135,2
4136,0
4137,0
4138,2
4139,5
4140,1
4141,2
4142,2
4143,1
4144,6
4145,4
4146,5
4147,0
4148,6
4149,4
4150,6
4151,2
4152,2
4153,0
4154,2
4155,4
4156,0
4157,0
4158,1
4159,0
4160,6
4161,0
4162,0
4163,1
4164,6
4165,0
4166,1
4167,3
4168,5
4169,0
4170,2
4171,2
4172,6
4173,6
4174,1
4175,3
4176,0
4177,2
4178,0
4179,5
4180,0
4181,1
4182,2
4183,0
4184,2
4185,1
4186,5
4187,0
4188,6
4189,4
4190,2
4191,2
4192,2
4193,1
4194,1
4195,0
4196,2
4197,4
4198,2
4199,0
4200,2
4201,6
4202,1
4203,2
4204,0
4205,3
4206,0
4207,0
4208,2
4209,3
4210,0
4211,0
4212,0
4213,2
4214,2
4215,6
4216,2
4217,3
4218,4
4219,0
4220,1
